INTERNAL_CODE	KEYWORD	LABEL	CODELIST_ID	TERM_ID	KEYWORD_TYPE	TERM_NAME	SYNONYM_TYPE	SOURCE
8408	plasma cell (plas.)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8409	plasma cell (plasma c)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8410	plasma cell (plasma)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8411	plasma cell, abs. (plas)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	RELATED	VX
8412	plasma cell, rel. (plas)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	RELATED	VX
8413	plasma cells % (plasma c)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	RELATED	VX
8414	plasma cells (pc)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8415	plasma cells (plas)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	RELATED	VX
8416	plasma cells (plas.)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	RELATED	VX
8417	plasma cells (plasma c)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8418	plasma cells (plasma)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8419	plasma cells (plasm)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8420	plasma cells (plasmc)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8421	plasma cells (absolute)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8422	plasma cells (microscopical counting after staining) (plasm)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	NARROW	VX
8423	plasma cells (microscopical counting after staining) (plasmc)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	NARROW	VX
8424	plasma cells, absolute (pl)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	EXACT	VX
8425	plasma cells, microscopical examination after staining (plasm)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	NARROW	VX
8426	plasma cells, microscopical examination after staining and corrected for normoblasts (plasmc)	LBTEST	C67154	C74661	SYNONYM	Mature Plasma Cells	NARROW	VX
8427	myelocytes	LBTEST	C67154	C74662	PRIMARY	 	 	 
8428	myc: myelocytes	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8429	mycy	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	SEND
8430	myelocutes (myel)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	RELATED	VX
8431	myelocyte (amyl)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8432	myelocyte (myelo)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8433	myelocytes % (myel)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	RELATED	VX
8434	myelocytes (mc)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8435	myelocytes (myel)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8436	myelocytes (myelo)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8437	myelocytes percent (mc)	LBTEST	C67154	C74662	SYNONYM	Myelocytes	RELATED	VX
8438	myelocytes plus metamyelocytes	LBTEST	C67154	C74662	SYNONYM	Myelocytes	BROAD	VX
8439	myolocytes	LBTEST	C67154	C74662	SYNONYM	Myelocytes	EXACT	VX
8440	pmc: (pro)myelocytes	LBTEST	C67154	C74662	SYNONYM	Myelocytes	NARROW	VX
8441	pmc:(pro)myelocytes	LBTEST	C67154	C74662	SYNONYM	Myelocytes	NARROW	VX
8442	spermatozoa	LBTEST	C67154	C74663	PRIMARY	 	 	 
8443	sperm	LBTEST	C67154	C74663	SYNONYM	Spermatozoa	EXACT	VX
8444	spr: sperms	LBTEST	C67154	C74663	SYNONYM	Spermatozoa	EXACT	VX
8445	several spermatozoa	LBTEST	C67154	C74663	SYNONYM	Spermatozoa	RELATED	VX
8446	spermatozoa (sp)	LBTEST	C67154	C74663	SYNONYM	Spermatozoa	EXACT	VX
8447	yeast cells	LBTEST	C67154	C74664	PRIMARY	 	 	 
8448	yeast	LBTEST	C67154	C74664	SYNONYM	Yeast Cells	EXACT	SEND
8449	amorphous crystals	LBTEST	C67154	C74665	PRIMARY	 	 	 
8450	amp crystals	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	EXACT	VX
8451	amp: amorphous	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	RELATED	VX
8452	amp: amorphous crystals	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	EXACT	VX
8453	amp: amorphous cristals	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	RELATED	VX
8454	amorphous salt s (amor-s)	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	RELATED	VX
8455	amorphous salts	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	RELATED	VX
8456	amorphous salts (amor-s)	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	EXACT	VX
8457	cyamorph	LBTEST	C67154	C74665	SYNONYM	Amorphous Crystals	EXACT	SEND
8458	amorphous sediment	LBTEST	C67154	C74666	PRIMARY	 	 	 
8459	amorphsd	LBTEST	C67154	C74666	SYNONYM	Amorphous Sediment	EXACT	SEND
8460	amorphous	LBTEST	C67154	C74666	SYNONYM	Amorphous Sediment	RELATED	VX
8461	amorphous debris (namd)	LBTEST	C67154	C74666	SYNONYM	Amorphous Sediment	RELATED	VX
8462	amorphous material	LBTEST	C67154	C74666	SYNONYM	Amorphous Sediment	RELATED	VX
8463	sediments casts	LBTEST	C67154	C74666	SYNONYM	Amorphous Sediment	EXACT	VX
8464	bicarbonate	LBTEST	C67154	C74667	PRIMARY	 	 	 
8465	bicarb	LBTEST	C67154	C74667	SYNONYM	Bicarbonate	EXACT	SEND
8466	bicarbonate (co2)	LBTEST	C67154	C74667	SYNONYM	Bicarbonate	EXACT	VX
8467	bicarbonate (hco3)	LBTEST	C67154	C74667	SYNONYM	Bicarbonate	EXACT	VX
8468	total carbone dioxide (tco2)	LBTEST	C67154	C74667	SYNONYM	Bicarbonate	EXACT	VX
8469	bilirubin crystals	LBTEST	C67154	C74668	PRIMARY	 	 	 
8470	cybili	LBTEST	C67154	C74668	SYNONYM	Bilirubin Crystals	EXACT	SEND
8471	calcium carbonate crystals	LBTEST	C67154	C74669	PRIMARY	 	 	 
8472	cac: calcium carbonate crystals	LBTEST	C67154	C74669	SYNONYM	Calcium Carbonate Crystals	EXACT	VX
8473	cycacar	LBTEST	C67154	C74669	SYNONYM	Calcium Carbonate Crystals	EXACT	SEND
8474	calcium oxalate crystals	LBTEST	C67154	C74670	PRIMARY	 	 	 
8475	calcium oxalate	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8476	calcium oxalates	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8477	cox: calcium oxalate crystals	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8478	cox: calcium oxalate cristals	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8479	cox: calciun oxalate crystals	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8480	cox: calicium oxalate	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8481	cycaoxa	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	SEND
8482	calcium oxalate (caox)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8483	calcium oxalate (ncao	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8484	calcium oxalate (ncao)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8485	calcium oxalate crystals (cal.ox)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8486	calcium oxalate crystals (caox)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8487	calcium oxalates (ca ox)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8488	calciumoxalate (caox)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	EXACT	VX
8489	crystals  (oxal. cr)	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	RELATED	VX
8490	oxylate crystals	LBTEST	C67154	C74670	SYNONYM	Calcium Oxalate Crystals	RELATED	VX
8491	calcium phosphate crystals	LBTEST	C67154	C74671	PRIMARY	 	 	 
8492	cycaphos	LBTEST	C67154	C74671	SYNONYM	Calcium Phosphate Crystals	EXACT	SEND
8493	calcium phosphate crystals (cal.ph)	LBTEST	C67154	C74671	SYNONYM	Calcium Phosphate Crystals	EXACT	VX
8494	dicalc.phosph.	LBTEST	C67154	C74671	SYNONYM	Calcium Phosphate Crystals	RELATED	VX
8495	dicalcium phosphates	LBTEST	C67154	C74671	SYNONYM	Calcium Phosphate Crystals	NARROW	VX
8496	dicalcium phosphate	LBTEST	C67154	C74671	SYNONYM	Calcium Phosphate Crystals	EXACT	VX
8497	di-calcium phosphate crystals	LBTEST	C67154	C74671	SYNONYM	Calcium Phosphate Crystals	EXACT	VX
8498	cholesterol crystals	LBTEST	C67154	C74672	PRIMARY	 	 	 
8499	cychol	LBTEST	C67154	C74672	SYNONYM	Cholesterol Crystals	EXACT	SEND
8500	crystals	LBTEST	C67154	C74673	PRIMARY	 	 	 
8501	cryst	LBTEST	C67154	C74673	SYNONYM	Crystals	EXACT	VX
8502	cryst (0-2 hours post-dosing)	LBTEST	C67154	C74673	SYNONYM	Crystals	RELATED	VX
8503	cryst (2-5 hours post-dosing)	LBTEST	C67154	C74673	SYNONYM	Crystals	RELATED	VX
8504	clystals	LBTEST	C67154	C74673	SYNONYM	Crystals	EXACT	VX
8505	crystals (cry)	LBTEST	C67154	C74673	SYNONYM	Crystals	RELATED	VX
8506	crystals (crys)	LBTEST	C67154	C74673	SYNONYM	Crystals	EXACT	VX
8507	crystals (cy)	LBTEST	C67154	C74673	SYNONYM	Crystals	EXACT	VX
8508	crystals (cryst)	LBTEST	C67154	C74673	SYNONYM	Crystals	EXACT	VX
8509	crystals (ucrys)	LBTEST	C67154	C74673	SYNONYM	Crystals	RELATED	VX
8510	crystals - cytology	LBTEST	C67154	C74673	SYNONYM	Crystals	RELATED	VX
8511	urine crystals (ucry)	LBTEST	C67154	C74673	SYNONYM	Crystals	NARROW	VX
8512	urine: crystals	LBTEST	C67154	C74673	SYNONYM	Crystals	NARROW	VX
8513	urine: crystals (cr)	LBTEST	C67154	C74673	SYNONYM	Crystals	RELATED	VX
8514	cystine crystals	LBTEST	C67154	C74674	PRIMARY	 	 	 
8515	cycystin	LBTEST	C67154	C74674	SYNONYM	Cystine Crystals	EXACT	SEND
8516	vitamin b9	LBTEST	C67154	C74676	PRIMARY	 	 	 
8517	vitb9	LBTEST	C67154	C74676	SYNONYM	Vitamin B9	EXACT	SEND
8518	carnitine, free	LBTEST	C67154	C74677	PRIMARY	 	 	 
8519	carnitf	LBTEST	C67154	C74677	SYNONYM	Carnitine, Free	EXACT	SEND
8520	fructosamine	LBTEST	C67154	C74678	PRIMARY	 	 	 
8521	fruc.	LBTEST	C67154	C74678	SYNONYM	Fructosamine	EXACT	VX
8522	fruct	LBTEST	C67154	C74678	SYNONYM	Fructosamine	EXACT	SEND
8523	fructosamine (fruc)	LBTEST	C67154	C74678	SYNONYM	Fructosamine	EXACT	VX
8524	iron	LBTEST	C67154	C74679	PRIMARY	 	 	 
8525	fe	LBTEST	C67154	C74679	SYNONYM	Iron	RELATED	VX
8526	iron (fe)	LBTEST	C67154	C74679	SYNONYM	Iron	RELATED	VX
8527	iron (iron)	LBTEST	C67154	C74679	SYNONYM	Iron	EXACT	VX
8528	serum iron (fe)	LBTEST	C67154	C74679	SYNONYM	Iron	NARROW	VX
8529	lron (fe)	LBTEST	C67154	C74679	SYNONYM	Iron	EXACT	VX
8530	leucine crystals	LBTEST	C67154	C74680	PRIMARY	 	 	 
8531	cyleuc	LBTEST	C67154	C74680	SYNONYM	Leucine Crystals	EXACT	SEND
8532	monosodium urate crystals	LBTEST	C67154	C74681	PRIMARY	 	 	 
8533	cymsu	LBTEST	C67154	C74681	SYNONYM	Monosodium Urate Crystals	EXACT	SEND
8534	carnitine	LBTEST	C67154	C74682	PRIMARY	 	 	 
8535	carnit	LBTEST	C67154	C74682	SYNONYM	Carnitine	EXACT	SEND
8536	tyrosine crystals	LBTEST	C67154	C74683	PRIMARY	 	 	 
8537	cytyro	LBTEST	C67154	C74683	SYNONYM	Tyrosine Crystals	EXACT	SEND
8538	uric acid crystals	LBTEST	C67154	C74684	PRIMARY	 	 	 
8539	cyuriac	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	EXACT	SEND
8540	ura: uric acid crystals	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8541	ura: uric acid	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8542	urc: uric acid crystals	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	EXACT	VX
8543	urate crystals	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8544	uric acid (uric-a)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	NARROW	VX
8545	uric acid (hs ua)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8546	uric acid (hs/ua)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	NARROW	VX
8547	uric acid (nuri)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8548	uric acid (sura)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8549	uric acid (ua hs)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8550	uric acid (ua/hs)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8551	uric acid (ur ac)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8552	uric acid (uri ac)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8553	uric acid (uric a.)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	NARROW	VX
8554	uric acid (urac)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8555	uric acid crystals (uric)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	EXACT	VX
8556	uric acids (uric a.)	LBTEST	C67154	C74684	SYNONYM	Uric Acid Crystals	RELATED	VX
8557	anion gap	LBTEST	C67154	C74685	PRIMARY	 	 	 
8558	aniong	LBTEST	C67154	C74685	SYNONYM	Anion Gap	EXACT	SEND
8559	occult blood	LBTEST	C67154	C74686	PRIMARY	 	 	 
8560	bld:  occult blood	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8561	bld: occult blood	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8562	blood	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8563	blood (0-2 hours post-dosing)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8564	blood (2-5 hours post-dosing)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8565	blood  pigment (blood pig.)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8566	blood (bl)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8567	blood (bld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8568	blood (bldd)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8569	blood (blo)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8570	blood (blood)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8571	blood (blou)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8572	blood (dbld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8573	blood (erythrocytes )(sq)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8574	blood (erythrocytes)(sq)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8575	blood (occulturi)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8576	blood (rbcs) (sq)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8577	blood (rbcs)(sq)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8578	blood (ubld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8579	blood (uobl)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8580	blood (urine) (blou)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8581	blood pig.	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8582	blood pigments	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8583	blood pigments (ubld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8584	blood reagent strip	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8585	blood, dipstick	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8586	blood, dipstick (blood)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8587	hemoglobin (occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8588	hemoglobin (u-occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8589	occ.bl.	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8590	occbld	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	SEND
8591	occ. bl.	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8592	occult blood (bld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8593	occult blood (blood)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8594	occult blood (occ. bl.)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8595	occult blood (occ. blood)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8596	occult blood (occ.bl.)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8597	occult blood (uocc)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8598	occult blood (strip)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8599	occult blood in urine	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8600	occult blood, pool 1	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8601	occult blood, pool 2	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8602	reagent strip - blood	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8603	u-occ	LBTEST	C67154	C74686	SYNONYM	Occult Blood	EXACT	VX
8604	u-hemoglobin (u-occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8605	u-hemoglobin, arb. substc., (u-occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8606	u-hemoglobin, pool 1 (u-occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8607	u-hemoglobin, pool 2 (u-occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8608	urinary blood	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8609	urine blood - rs (ubld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8610	urine blood reagent strip	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8611	urine blood reagent strip (ubld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8612	urine blood (ubld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8613	urine blood reagent strip(ubld)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8614	urine hemoglobin (occ)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8615	urine: blood pigments (b.pig)	LBTEST	C67154	C74686	SYNONYM	Occult Blood	NARROW	VX
8616	amphetamine	LBTEST	C67154	C74687	PRIMARY	 	 	 
8617	amphet	LBTEST	C67154	C74687	SYNONYM	Amphetamine	EXACT	SEND
8618	barbiturates	LBTEST	C67154	C74688	PRIMARY	 	 	 
8619	barb	LBTEST	C67154	C74688	SYNONYM	Barbiturates	EXACT	SEND
8620	cannabinoids	LBTEST	C67154	C74689	PRIMARY	 	 	 
8621	cannab	LBTEST	C67154	C74689	SYNONYM	Cannabinoids	EXACT	SEND
8622	cocaine	LBTEST	C67154	C74690	PRIMARY	 	 	 
8623	antidepressants	LBTEST	C67154	C74691	PRIMARY	 	 	 
8624	antidprs	LBTEST	C67154	C74691	SYNONYM	Antidepressants	EXACT	SEND
8625	benzodiazepine	LBTEST	C67154	C74692	PRIMARY	 	 	 
8626	bnzdzpn	LBTEST	C67154	C74692	SYNONYM	Benzodiazepine	EXACT	SEND
8627	ethanol	LBTEST	C67154	C74693	PRIMARY	 	 	 
8628	phencyclidine	LBTEST	C67154	C74694	PRIMARY	 	 	 
8629	pcp	LBTEST	C67154	C74694	SYNONYM	Phencyclidine	EXACT	SEND
8630	phenothiazine	LBTEST	C67154	C74695	PRIMARY	 	 	 
8631	phenthz	LBTEST	C67154	C74695	SYNONYM	Phenothiazine	EXACT	SEND
8632	pseudoephedrine	LBTEST	C67154	C74696	PRIMARY	 	 	 
8633	psdephd	LBTEST	C67154	C74696	SYNONYM	Pseudoephedrine	EXACT	SEND
8634	round epithelial cells	LBTEST	C67154	C74698	PRIMARY	 	 	 
8635	cyl: cylindrical epithelial cells	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8636	cyl: cylindrical epith. cells	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8637	cyl: cylindrical epithelial  cells	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	NARROW	VX
8638	cyl: cylindrical epithelial. cells	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	NARROW	VX
8639	cylindrical epithelial cells	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8640	epiroce	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	SEND
8641	epithelial cells, round	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8642	epithelial round cells	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8643	round epithelial cells (round)	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8644	round epithelial cells 0-5	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8645	round epithelial cells 5-10	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	EXACT	VX
8646	round epithelial cells in urine sediment (round.)	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	NARROW	VX
8647	urine sediment, round epithelial cells (round)	LBTEST	C67154	C74698	SYNONYM	Round Epithelial Cells	NARROW	VX
8648	acanthocytes	LBTEST	C67154	C74699	PRIMARY	 	 	 
8649	acant	LBTEST	C67154	C74699	SYNONYM	Acanthocytes	EXACT	SEND
8650	bite cells	LBTEST	C67154	C74700	PRIMARY	 	 	 
8651	bitece	LBTEST	C67154	C74700	SYNONYM	Bite Cells	EXACT	SEND
8652	burr cells	LBTEST	C67154	C74701	PRIMARY	 	 	 
8653	burrce	LBTEST	C67154	C74701	SYNONYM	Burr Cells	EXACT	SEND
8654	cabot rings	LBTEST	C67154	C74702	PRIMARY	 	 	 
8655	cabot	LBTEST	C67154	C74702	SYNONYM	Cabot Rings	EXACT	SEND
8656	crenated cells	LBTEST	C67154	C74703	PRIMARY	 	 	 
8657	crence	LBTEST	C67154	C74703	SYNONYM	Crenated Cells	EXACT	SEND
8658	howell-jolly bodies	LBTEST	C67154	C74704	PRIMARY	 	 	 
8659	howjol	LBTEST	C67154	C74704	SYNONYM	Howell-Jolly Bodies	EXACT	SEND
8660	howell jolly bodies	LBTEST	C67154	C74704	SYNONYM	Howell-Jolly Bodies	EXACT	VX
8661	howell-jolly bodies (h-j bod)	LBTEST	C67154	C74704	SYNONYM	Howell-Jolly Bodies	EXACT	VX
8662	nucleated erythrocytes	LBTEST	C67154	C74705	PRIMARY	 	 	 
8663	ab normal	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8664	abnormal cells (abn cell)	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8665	basophilic normoblast (bas.-nbl)	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8666	basophilic normoblast (bas.-nbl.)	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8667	differentiated nucleated red cells (nrc)	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8668	diverse cells: normoblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8669	erythroblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8670	early normoblast	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	NARROW	VX
8671	early normoblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	NARROW	VX
8672	inter normoblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	NARROW	VX
8673	intermed normoblast	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	NARROW	VX
8674	late normoblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	NARROW	VX
8675	macronormoblast (macronormo)	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	NARROW	VX
8676	nbl	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8677	nen	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8678	normoblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8679	nrbc	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8680	nrbc/	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8681	nrc: normoblasts	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8682	nucleated rbc's	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	EXACT	VX
8683	norm ery	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8684	norm er	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8685	norm rbc	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8686	normal ery (norm ery)	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8687	normal rbc	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8688	normal ery	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
8689	normal erythrocytes	LBTEST	C67154	C74705	SYNONYM	Nucleated Erythrocytes	RELATED	VX
