INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF	SEND_DOMAIN_CODE	SEND_DOMAIN_DESC
7322	discharge, mucoid, eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7323	discharge from the left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7324	discharge from one or both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7325	discharge from right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7326	discharge from eye(s)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7327	discharge from left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7328	discharge from eye - opaque	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7329	discharge from eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7330	discharge from eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7331	discharge from eye - clear	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7332	discharge; eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7333	discharge from both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7334	discharge - eye(s)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7335	discharge, eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7336	discharge clear\\right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7337	discharge clear: right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7338	discharge clear, right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7339	discharge clear right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7340	discharge clear (right eye)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7341	brown discharge, eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7342	brown discharge-both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7343	discharge clear\\left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7344	small amount of clear discharge from right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7345	eyes- red discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7346	discharge, clear, both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7347	discharge clear -left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7348	discharge clear (left eye)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7349	discharge clear left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7350	discharge clear, left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7351	discharge clear: left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7352	yellow/green discharge from right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7353	pale and red exudate from both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7354	dischare from eye(s)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7355	eyes discharge clear	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7356	eye(s) discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7357	purulent lacrimation	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7358	red ocular discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7359	ocular discharge, dried, red	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7360	ocular exudate	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7361	discharge; eyes both; clear	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7362	clear discharge both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7363	clear discharge from both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7364	clear eye discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7365	clear discharge from eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7366	clear discharge from left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7367	clear discharge from right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7368	clear discharge-right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7369	eye exudate	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7370	eye, exudate	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7371	eye discharge, red, left	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7372	eye discharge, red, right	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7373	clear, watery discharge, both eyes/head shaking during dosinc	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7374	eye discharge\\right	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7375	eye discharge serous	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7376	eye discharge\\left	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7377	eye discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7378	eye; crusty discolored discharge; day of onset/last day sign occurred (no. of days observed)=-14/-14 (1)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7379	eye; crusty discolored discharge; day of onset/last day sign occurred (no. of days observed)=0/0 (0)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7380	slight discharge of eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7381	secretion from the eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7382	red discharge from both eyelids	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7383	red discharge from eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7384	red discharge from both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7385	red discharge from left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7386	red discharge from its right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7387	red discharge from their eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7388	red discharge from the eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7389	cls discharge, right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7390	red discharge, left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7391	red discharge, right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7392	eyes, red discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7393	right eye discharge mucus	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7394	red discharge around the left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7395	red discharge - b. eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7396	red discharge eyes, moderate	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7397	red discharge eyes, slight	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7398	eye unspecific. puss in both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7399	eye; watery discharge; day of onset/last day of sign occurred (no. of days observed)=7/10 (2)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7400	eye; watery discharge; day of onset/last day of sign occurred (no. of days observed)=0/0 (0)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7401	eye; watery discharge; day of onset/last day of sign occurred (no. of days observed)=7/7 (1)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7402	green coloured mucoid discharge from eyes;	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7403	red dischrge - eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7404	watery discharge from eyes; occasional body tremors	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7405	watery discharge from eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7406	eye, discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7407	eye, discharge, right	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7408	clear discharge, right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7409	eye discharge\\ right	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7410	eye, discharge, left	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7411	eyes/clear discharge/eye-right	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7412	red exudate around both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7413	clear discharge right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7414	eyes/clear discharge/eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7415	eye discharge left	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7416	watery discharge from left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7417	red exudate right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7418	watery discharge from left eye;	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7419	red exudate (left eye)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7420	watery discharge from left eye; slightly pale gums;	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7421	watery discharge from left eye; slightly reddened conjunctivae; coughing predose	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7422	red eye discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7423	watery discharge from left eye; slightly subdued behaviour; pale gums;	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7424	red exudate in both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7425	watery eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7426	red exudate (both eyes)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7427	red exudate - left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7428	red exudate (left and right eyes)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7429	discharge, watery, colourless, eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7430	discharge\\eyes both\\clear	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7431	discharge, watery, eye (left)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7432	discharge,watery, eye (right)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7433	discharge, watery, eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7434	discharge,watery, eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7435	discharge - red left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7436	discharge - red both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7437	discharge yellow/green left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7438	discharge yellow/green, left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7439	discharge yellow/green, right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7440	dischar red eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7441	discharge red - eyelids (1 or both)	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7442	discharge red - left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7443	discharge red left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7444	discharge red-left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7445	discharge red  both eyes	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7446	discharge red left eyelid	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7447	discharge red, left eyelid	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7448	discharge red,left eyelid	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7449	discharge red, left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7450	discharge red: left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7451	discharge red\\left eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7452	left conjunctivae present with small amount of green coloured discharge	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7453	left eye discharge red	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7454	discharge red - right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7455	discharge, red ocular/dry	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7456	discharge, red ocular/wet	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7457	left eye discharge mucus	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7458	discharge red, right eyelid	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7459	discharge red,right eyelid	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7460	discharge red\\right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7461	discharge red right eyelid	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7462	discharge red, right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7463	discharge red: right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7464	discharge red right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7465	discharge red-right eye	CLINICAL_DOMAIN	ILO:0000435	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
7466	opisthotonos	CLINICAL_DOMAIN	ILO:0000436	NAME	 	ILO:0000015	 	CL	CLINICAL_DOMAIN
7467	opisthtonos for more than 24 hours after dose	CLINICAL_DOMAIN	ILO:0000436	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
7468	opisthotonus	CLINICAL_DOMAIN	ILO:0000436	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
7469	otitis	CLINICAL_DOMAIN	ILO:0000437	NAME	 	ILO:0000066	 	CL	CLINICAL_DOMAIN
7470	otitis (inflammation of pinna of ears) treated by otifree and bepanthen	CLINICAL_DOMAIN	ILO:0000437	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
7471	otitis externa on both ears, treated with penochron local for three days	CLINICAL_DOMAIN	ILO:0000437	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
7472	otitus, external	CLINICAL_DOMAIN	ILO:0000437	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
7473	otitis externa and media treated with penochron local for 4 days	CLINICAL_DOMAIN	ILO:0000437	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
7474	p wave	ECG_DOMAIN	ILO:0000438	NAME	 	ILO:0000060	 	EG	ECG_DOMAIN
7475	flat p-wave	ECG_DOMAIN	ILO:0000438	SYNONYM	RELATED [VX]	ILO:0000060	 	EG	ECG_DOMAIN
7476	p amplitude	ECG_DOMAIN	ILO:0000438	SYNONYM	RELATED [VX]	ILO:0000060	 	EG	ECG_DOMAIN
7477	amplitude of p wave	ECG_DOMAIN	ILO:0000438	SYNONYM	RELATED [VX]	ILO:0000060	 	EG	ECG_DOMAIN
7478	paddling movements	CLINICAL_DOMAIN	ILO:0000439	NAME	 	ILO:0000056	 	CL	CLINICAL_DOMAIN
7479	paddling (session 1)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7480	paddling (session 2)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7481	paddling movements of the limbs	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7482	paddling of the forelimbs	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7483	pedalling	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7484	pedalling movements	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7485	paddling movements of the forelimbs	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7486	paddling (6 session)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7487	paddling motion of the limbs	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7488	paddling (4 session)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7489	paddling (5 session)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7490	paddling (2 session)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7491	paddling (3 session)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7492	paddling	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7493	paddling (1 session)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7494	padding	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7495	cycling limbs	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7496	paddling (session 6)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
7497	paddling (session 5)	CLINICAL_DOMAIN	ILO:0000439	SYNONYM	RELATED [VX]	ILO:0000056	 	CL	CLINICAL_DOMAIN
