INTERNAL_CODE	KEYWORD	LABEL	SUB_LABEL	OID	EXT_CODE_ID	KEYWORD_TYPE
9443	Choriogonadotropin Beta, Free	LBTEST_Choriogonadotropin Beta, Free_LABORATORY TEST NAME	Choriogonadotropin_Beta,_Free	LBTEST	C147360	SYNONYM
9444	Free Choriogonadotropin Beta Measurement	LBTEST_Choriogonadotropin Beta, Free_LABORATORY TEST NAME	Choriogonadotropin_Beta,_Free	LBTEST	C147360	PRIMARY
9445	Choriogonadotropin, Intact	LBTEST_Choriogonadotropin, Intact_LABORATORY TEST NAME	Choriogonadotropin,_Intact	LBTEST	C147361	SYNONYM
9446	Intact Choriogonadotropin Measurement	LBTEST_Choriogonadotropin, Intact_LABORATORY TEST NAME	Choriogonadotropin,_Intact	LBTEST	C147361	PRIMARY
9447	Chromatin Antibodies	LBTEST_Chromatin Antibodies_LABORATORY TEST NAME	Chromatin_Antibodies	LBTEST	C147318	SYNONYM
9448	Chromatin Antibody Measurement	LBTEST_Chromatin Antibodies_LABORATORY TEST NAME	Chromatin_Antibodies	LBTEST	C147318	PRIMARY
9449	Chromogranin A	LBTEST_Chromogranin A_LABORATORY TEST NAME	Chromogranin_A	LBTEST	C122108	SYNONYM
9450	Chromogranin A Measurement	LBTEST_Chromogranin A_LABORATORY TEST NAME	Chromogranin_A	LBTEST	C122108	PRIMARY
9451	Chylomicrons	LBTEST_Chylomicrons_LABORATORY TEST NAME	Chylomicrons	LBTEST	C120633	SYNONYM
9452	Chylomicrons Measurement	LBTEST_Chylomicrons_LABORATORY TEST NAME	Chylomicrons	LBTEST	C120633	PRIMARY
9453	Chymotrypsin	LBTEST_Chymotrypsin_LABORATORY TEST NAME	Chymotrypsin	LBTEST	C111159	SYNONYM
9454	Chymotrypsin Measurement	LBTEST_Chymotrypsin_LABORATORY TEST NAME	Chymotrypsin	LBTEST	C111159	PRIMARY
9455	Circulating Endothelial Cells	LBTEST_Circulating Endothelial Cells_LABORATORY TEST NAME	Circulating_Endothelial_Cells	LBTEST	C96592	SYNONYM
9456	Circulating Endothelial Cell Count	LBTEST_Circulating Endothelial Cells_LABORATORY TEST NAME	Circulating_Endothelial_Cells	LBTEST	C96592	PRIMARY
9457	Circulating Immune Complexes	LBTEST_Circulating Immune Complexes_LABORATORY TEST NAME	Circulating_Immune_Complexes	LBTEST	C127611	SYNONYM
9458	Circulating Immune Complex Measurement	LBTEST_Circulating Immune Complexes_LABORATORY TEST NAME	Circulating_Immune_Complexes	LBTEST	C127611	PRIMARY
9459	Circulating Tumor Cells	LBTEST_Circulating Tumor Cells_LABORATORY TEST NAME	Circulating_Tumor_Cells	LBTEST	C96593	SYNONYM
9460	Circulating Tumor Cell Count	LBTEST_Circulating Tumor Cells_LABORATORY TEST NAME	Circulating_Tumor_Cells	LBTEST	C96593	PRIMARY
9461	Citalopram	LBTEST_Citalopram_LABORATORY TEST NAME	Citalopram	LBTEST	C147327	SYNONYM
9462	Citalopram Measurement	LBTEST_Citalopram_LABORATORY TEST NAME	Citalopram	LBTEST	C147327	PRIMARY
9463	Citrate	LBTEST_Citrate_LABORATORY TEST NAME	Citrate	LBTEST	C92248	SYNONYM
9464	Citric Acid	LBTEST_Citrate_LABORATORY TEST NAME	Citrate	LBTEST	C92248	SYNONYM
9465	Citrate Measurement	LBTEST_Citrate_LABORATORY TEST NAME	Citrate	LBTEST	C92248	PRIMARY
9466	Citrate/Creatinine	LBTEST_Citrate/Creatinine_LABORATORY TEST NAME	Citrate/Creatinine	LBTEST	C122110	SYNONYM
9467	Citric Acid/Creatinine	LBTEST_Citrate/Creatinine_LABORATORY TEST NAME	Citrate/Creatinine	LBTEST	C122110	SYNONYM
9468	Citrate to Creatinine Ratio Measurement	LBTEST_Citrate/Creatinine_LABORATORY TEST NAME	Citrate/Creatinine	LBTEST	C122110	PRIMARY
9469	Citrulline	LBTEST_Citrulline_LABORATORY TEST NAME	Citrulline	LBTEST	C122109	SYNONYM
9470	Citrulline Measurement	LBTEST_Citrulline_LABORATORY TEST NAME	Citrulline	LBTEST	C122109	PRIMARY
9471	CK, Macromolecular Type 1/Total CK	LBTEST_CK, Macromolecular Type 1/Total CK_LABORATORY TEST NAME	CK,_Macromolecular_Type_1/Total_CK	LBTEST	C147319	SYNONYM
9472	Creatine Kinase, Macromolecular Type 1/Total Creatine Kinase	LBTEST_CK, Macromolecular Type 1/Total CK_LABORATORY TEST NAME	CK,_Macromolecular_Type_1/Total_CK	LBTEST	C147319	SYNONYM
9473	Macromolecular Type 1 Creatine Kinase to Total Creatine Kinase Ratio Measurement	LBTEST_CK, Macromolecular Type 1/Total CK_LABORATORY TEST NAME	CK,_Macromolecular_Type_1/Total_CK	LBTEST	C147319	PRIMARY
9474	CK, Macromolecular Type 2/Total CK	LBTEST_CK, Macromolecular Type 2/Total CK_LABORATORY TEST NAME	CK,_Macromolecular_Type_2/Total_CK	LBTEST	C147320	SYNONYM
9475	Creatine Kinase, Macromolecular Type 2/Total Creatine Kinase	LBTEST_CK, Macromolecular Type 2/Total CK_LABORATORY TEST NAME	CK,_Macromolecular_Type_2/Total_CK	LBTEST	C147320	SYNONYM
9476	Macromolecular Type 2 Creatine Kinase to Total Creatine Kinase Ratio Measurement	LBTEST_CK, Macromolecular Type 2/Total CK_LABORATORY TEST NAME	CK,_Macromolecular_Type_2/Total_CK	LBTEST	C147320	PRIMARY
9477	Cladosporium herbarum IgE Antibody	LBTEST_Cladosporium herbarum IgE Antibody_LABORATORY TEST NAME	Cladosporium_herbarum_IgE_Antibody	LBTEST	C147286	SYNONYM
9478	Cladosporium herbarum IgE Antibody Measurement	LBTEST_Cladosporium herbarum IgE Antibody_LABORATORY TEST NAME	Cladosporium_herbarum_IgE_Antibody	LBTEST	C147286	PRIMARY
9479	Clarity	LBTEST_Clarity_LABORATORY TEST NAME	Clarity	LBTEST	C96594	SYNONYM
9480	Clarity Measurement	LBTEST_Clarity_LABORATORY TEST NAME	Clarity	LBTEST	C96594	PRIMARY
9481	Clonazepam	LBTEST_Clonazepam_LABORATORY TEST NAME	Clonazepam	LBTEST	C139082	SYNONYM
9482	Clonazepam Measurement	LBTEST_Clonazepam_LABORATORY TEST NAME	Clonazepam	LBTEST	C139082	PRIMARY
9483	Clorazepate	LBTEST_Clorazepate_LABORATORY TEST NAME	Clorazepate	LBTEST	C139077	SYNONYM
9484	Clorazepate Measurement	LBTEST_Clorazepate_LABORATORY TEST NAME	Clorazepate	LBTEST	C139077	PRIMARY
9485	Clostridium difficile Toxin	LBTEST_Clostridium difficile Toxin_LABORATORY TEST NAME	Clostridium_difficile_Toxin	LBTEST	C103381	SYNONYM
9486	Clostridium difficile Toxin Measurement	LBTEST_Clostridium difficile Toxin_LABORATORY TEST NAME	Clostridium_difficile_Toxin	LBTEST	C103381	PRIMARY
9487	Clostridium tetani IgG Antibody	LBTEST_Clostridium tetani IgG Antibody_LABORATORY TEST NAME	Clostridium_tetani_IgG_Antibody	LBTEST	C103382	SYNONYM
9488	Clostridium tetani IgG Antibody Measurement	LBTEST_Clostridium tetani IgG Antibody_LABORATORY TEST NAME	Clostridium_tetani_IgG_Antibody	LBTEST	C103382	PRIMARY
9489	Clostridium tetani Toxoid IgG Antibody	LBTEST_Clostridium tetani Toxoid IgG Antibody_LABORATORY TEST NAME	Clostridium_tetani_Toxoid_IgG_Antibody	LBTEST	C135406	SYNONYM
9490	Clostridium tetani Toxoid IgG Antibody Measurement	LBTEST_Clostridium tetani Toxoid IgG Antibody_LABORATORY TEST NAME	Clostridium_tetani_Toxoid_IgG_Antibody	LBTEST	C135406	PRIMARY
9491	Clue Cells	LBTEST_Clue Cells_LABORATORY TEST NAME	Clue_Cells	LBTEST	C102261	SYNONYM
9492	Clue Cell Count	LBTEST_Clue Cells_LABORATORY TEST NAME	Clue_Cells	LBTEST	C102261	PRIMARY
9493	CI	LBTEST_Coagulation Index_LABORATORY TEST NAME	Coagulation_Index	LBTEST	C112239	SYNONYM
9494	Coagulation Index	LBTEST_Coagulation Index_LABORATORY TEST NAME	Coagulation_Index	LBTEST	C112239	SYNONYM
9495	Coagulation Index Measurement	LBTEST_Coagulation Index_LABORATORY TEST NAME	Coagulation_Index	LBTEST	C112239	PRIMARY
9496	Cocaethylene	LBTEST_Cocaethylene_LABORATORY TEST NAME	Cocaethylene	LBTEST	C156510	SYNONYM
9497	Cocaine Ethyl	LBTEST_Cocaethylene_LABORATORY TEST NAME	Cocaethylene	LBTEST	C156510	SYNONYM
9498	Cocaethylene Measurement	LBTEST_Cocaethylene_LABORATORY TEST NAME	Cocaethylene	LBTEST	C156510	PRIMARY
9499	Cocaine	LBTEST_Cocaine_LABORATORY TEST NAME	Cocaine	LBTEST	C74690	SYNONYM
9500	Cocaine Measurement	LBTEST_Cocaine_LABORATORY TEST NAME	Cocaine	LBTEST	C74690	PRIMARY
9501	CART	LBTEST_Cocaine Amphetamine-Reg Transcript Prot_LABORATORY TEST NAME	Cocaine_Amphetamine-Reg_Transcript_Prot	LBTEST	C142273	SYNONYM
9502	Cocaine Amphetamine-Reg Transcript Prot	LBTEST_Cocaine Amphetamine-Reg Transcript Prot_LABORATORY TEST NAME	Cocaine_Amphetamine-Reg_Transcript_Prot	LBTEST	C142273	SYNONYM
9503	Cocaine and Amphetamine-Regulated Transcript Protein	LBTEST_Cocaine Amphetamine-Reg Transcript Prot_LABORATORY TEST NAME	Cocaine_Amphetamine-Reg_Transcript_Prot	LBTEST	C142273	SYNONYM
9504	Cocaine Amphetamine-Regulated Transcript Protein Measurement	LBTEST_Cocaine Amphetamine-Reg Transcript Prot_LABORATORY TEST NAME	Cocaine_Amphetamine-Reg_Transcript_Prot	LBTEST	C142273	PRIMARY
9505	Cocaine Benzoylecgonine Ecgonine	LBTEST_Cocaine Benzoylecgonine Ecgonine_LABORATORY TEST NAME	Cocaine_Benzoylecgonine_Ecgonine	LBTEST	C142274	SYNONYM
9506	Cocaine, Benzoylecgonine, and/or Ecgonine Measurement	LBTEST_Cocaine Benzoylecgonine Ecgonine_LABORATORY TEST NAME	Cocaine_Benzoylecgonine_Ecgonine	LBTEST	C142274	PRIMARY
9507	Coccidioides Antibody	LBTEST_Coccidioides Antibody_LABORATORY TEST NAME	Coccidioides_Antibody	LBTEST	C111160	SYNONYM
9508	Coccidioides Antibody Measurement	LBTEST_Coccidioides Antibody_LABORATORY TEST NAME	Coccidioides_Antibody	LBTEST	C111160	PRIMARY
9509	Codeine	LBTEST_Codeine_LABORATORY TEST NAME	Codeine	LBTEST	C74877	SYNONYM
9510	Codeine Measurement	LBTEST_Codeine_LABORATORY TEST NAME	Codeine	LBTEST	C74877	PRIMARY
9511	Collagen Type IV	LBTEST_Collagen Type IV_LABORATORY TEST NAME	Collagen_Type_IV	LBTEST	C103383	SYNONYM
9512	Collagen Type IV Measurement	LBTEST_Collagen Type IV_LABORATORY TEST NAME	Collagen_Type_IV	LBTEST	C103383	PRIMARY
9513	Color	LBTEST_Color_LABORATORY TEST NAME	Color	LBTEST	C64546	SYNONYM
9514	Color Assessment	LBTEST_Color_LABORATORY TEST NAME	Color	LBTEST	C64546	PRIMARY
9515	Columnar Epi Cells/Non-Squam Epi Cells	LBTEST_Columnar Epi Cells/Non-Squam Epi Cells_LABORATORY TEST NAME	Columnar_Epi_Cells/Non-Squam_Epi_Cells	LBTEST	C135405	SYNONYM
9516	Columnar Epithelial Cells to Non-Squamous Epithelial Cells Ratio Measurement	LBTEST_Columnar Epi Cells/Non-Squam Epi Cells_LABORATORY TEST NAME	Columnar_Epi_Cells/Non-Squam_Epi_Cells	LBTEST	C135405	PRIMARY
9517	Common Ragweed Pollen IgE Antibody	LBTEST_Common Ragweed Pollen IgE Antibody_LABORATORY TEST NAME	Common_Ragweed_Pollen_IgE_Antibody	LBTEST	C147285	SYNONYM
9518	Common Ragweed Pollen IgE Antibody Measurement	LBTEST_Common Ragweed Pollen IgE Antibody_LABORATORY TEST NAME	Common_Ragweed_Pollen_IgE_Antibody	LBTEST	C147285	PRIMARY
9519	Ba Fragment of Complement Factor B	LBTEST_Complement Ba_LABORATORY TEST NAME	Complement_Ba	LBTEST	C135403	SYNONYM
9520	Ba Fragment of Factor B	LBTEST_Complement Ba_LABORATORY TEST NAME	Complement_Ba	LBTEST	C135403	SYNONYM
9521	Complement Ba	LBTEST_Complement Ba_LABORATORY TEST NAME	Complement_Ba	LBTEST	C135403	SYNONYM
9522	Complement Ba Measurement	LBTEST_Complement Ba_LABORATORY TEST NAME	Complement_Ba	LBTEST	C135403	PRIMARY
9523	Bb Fragment of Complement Factor B	LBTEST_Complement Bb_LABORATORY TEST NAME	Complement_Bb	LBTEST	C80172	SYNONYM
9524	Bb Fragment of Factor B	LBTEST_Complement Bb_LABORATORY TEST NAME	Complement_Bb	LBTEST	C80172	SYNONYM
9525	Complement Bb	LBTEST_Complement Bb_LABORATORY TEST NAME	Complement_Bb	LBTEST	C80172	SYNONYM
9526	Complement Bb Measurement	LBTEST_Complement Bb_LABORATORY TEST NAME	Complement_Bb	LBTEST	C80172	PRIMARY
9527	Complement C1 Esterase Inhibitor	LBTEST_Complement C1 Esterase Inhibitor_LABORATORY TEST NAME	Complement_C1_Esterase_Inhibitor	LBTEST	C147313	SYNONYM
9528	Complement C1 Esterase Inhibitor Measurement	LBTEST_Complement C1 Esterase Inhibitor_LABORATORY TEST NAME	Complement_C1_Esterase_Inhibitor	LBTEST	C147313	PRIMARY
9529	Complement C1q Antibody	LBTEST_Complement C1q Antibody_LABORATORY TEST NAME	Complement_C1q_Antibody	LBTEST	C80173	SYNONYM
9530	Complement C1q Antibody Measurement	LBTEST_Complement C1q Antibody_LABORATORY TEST NAME	Complement_C1q_Antibody	LBTEST	C80173	PRIMARY
9531	Complement C3	LBTEST_Complement C3_LABORATORY TEST NAME	Complement_C3	LBTEST	C80174	SYNONYM
9532	Complement C3 Measurement	LBTEST_Complement C3_LABORATORY TEST NAME	Complement_C3	LBTEST	C80174	PRIMARY
9533	ASP, Complement C3 DesArg, Acetylation-stimulating Protein	LBTEST_Complement C3a_LABORATORY TEST NAME	Complement_C3a	LBTEST	C80175	SYNONYM
9534	Complement C3a	LBTEST_Complement C3a_LABORATORY TEST NAME	Complement_C3a	LBTEST	C80175	SYNONYM
9535	Complement C3a Measurement	LBTEST_Complement C3a_LABORATORY TEST NAME	Complement_C3a	LBTEST	C80175	PRIMARY
9536	Complement C3b	LBTEST_Complement C3b_LABORATORY TEST NAME	Complement_C3b	LBTEST	C80176	SYNONYM
9537	Complement C3b Measurement	LBTEST_Complement C3b_LABORATORY TEST NAME	Complement_C3b	LBTEST	C80176	PRIMARY
9538	Complement C3d Antibody	LBTEST_Complement C3d Antibody_LABORATORY TEST NAME	Complement_C3d_Antibody	LBTEST	C119271	SYNONYM
9539	Complement C3d Antibody Measurement	LBTEST_Complement C3d Antibody_LABORATORY TEST NAME	Complement_C3d_Antibody	LBTEST	C119271	PRIMARY
9540	Complement C4	LBTEST_Complement C4_LABORATORY TEST NAME	Complement_C4	LBTEST	C80177	SYNONYM
9541	Complement C4 Measurement	LBTEST_Complement C4_LABORATORY TEST NAME	Complement_C4	LBTEST	C80177	PRIMARY
9542	Complement C4a	LBTEST_Complement C4a_LABORATORY TEST NAME	Complement_C4a	LBTEST	C80178	SYNONYM
9543	Complement C4a Measurement	LBTEST_Complement C4a_LABORATORY TEST NAME	Complement_C4a	LBTEST	C80178	PRIMARY
9544	Complement C4d	LBTEST_Complement C4d_LABORATORY TEST NAME	Complement_C4d	LBTEST	C127610	SYNONYM
9545	Complement C4d Measurement	LBTEST_Complement C4d_LABORATORY TEST NAME	Complement_C4d	LBTEST	C127610	PRIMARY
9546	Complement C5a	LBTEST_Complement C5a_LABORATORY TEST NAME	Complement_C5a	LBTEST	C80179	SYNONYM
9547	Complement C5a Measurement	LBTEST_Complement C5a_LABORATORY TEST NAME	Complement_C5a	LBTEST	C80179	PRIMARY
9548	CH100	LBTEST_Complement CH100_LABORATORY TEST NAME	Complement_CH100	LBTEST	C147317	SYNONYM
9549	Complement CH100	LBTEST_Complement CH100_LABORATORY TEST NAME	Complement_CH100	LBTEST	C147317	SYNONYM
9550	Complement CH100 Measurement	LBTEST_Complement CH100_LABORATORY TEST NAME	Complement_CH100	LBTEST	C147317	PRIMARY
9551	CH50	LBTEST_Complement CH50_LABORATORY TEST NAME	Complement_CH50	LBTEST	C100423	SYNONYM
9552	Complement CH50	LBTEST_Complement CH50_LABORATORY TEST NAME	Complement_CH50	LBTEST	C100423	SYNONYM
9553	CH50 Measurement	LBTEST_Complement CH50_LABORATORY TEST NAME	Complement_CH50	LBTEST	C100423	PRIMARY
9554	Complement Total	LBTEST_Complement Total_LABORATORY TEST NAME	Complement_Total	LBTEST	C80160	SYNONYM
9555	Complement Measurement	LBTEST_Complement Total_LABORATORY TEST NAME	Complement_Total	LBTEST	C80160	PRIMARY
9556	Consistency	LBTEST_Consistency_LABORATORY TEST NAME	Consistency	LBTEST	C95110	SYNONYM
9557	Consistency	LBTEST_Consistency_LABORATORY TEST NAME	Consistency	LBTEST	C95110	PRIMARY
9558	Copeptin	LBTEST_Copeptin_LABORATORY TEST NAME	Copeptin	LBTEST	C127612	SYNONYM
9559	Copeptin Measurement	LBTEST_Copeptin_LABORATORY TEST NAME	Copeptin	LBTEST	C127612	PRIMARY
9560	Copper	LBTEST_Copper_LABORATORY TEST NAME	Copper	LBTEST	C111161	SYNONYM
9561	Cu	LBTEST_Copper_LABORATORY TEST NAME	Copper	LBTEST	C111161	SYNONYM
9562	Copper Measurement	LBTEST_Copper_LABORATORY TEST NAME	Copper	LBTEST	C111161	PRIMARY
9563	CH	LBTEST_Corpuscular Hemoglobin Content_LABORATORY TEST NAME	Corpuscular_Hemoglobin_Content	LBTEST	C139066	SYNONYM
9564	Cellular Hemoglobin Content	LBTEST_Corpuscular Hemoglobin Content_LABORATORY TEST NAME	Corpuscular_Hemoglobin_Content	LBTEST	C139066	SYNONYM
9565	Corpuscular Hemoglobin Content	LBTEST_Corpuscular Hemoglobin Content_LABORATORY TEST NAME	Corpuscular_Hemoglobin_Content	LBTEST	C139066	SYNONYM
9566	Corpuscular Hemoglobin Content	LBTEST_Corpuscular Hemoglobin Content_LABORATORY TEST NAME	Corpuscular_Hemoglobin_Content	LBTEST	C139066	PRIMARY
9567	Corpuscular HGB Conc Distribution Width	LBTEST_Corpuscular HGB Conc Distribution Width_LABORATORY TEST NAME	Corpuscular_HGB_Conc_Distribution_Width	LBTEST	C139068	SYNONYM
9568	Corpuscular Hemoglobin Concentration Distribution Width	LBTEST_Corpuscular HGB Conc Distribution Width_LABORATORY TEST NAME	Corpuscular_HGB_Conc_Distribution_Width	LBTEST	C139068	SYNONYM
9569	Corpuscular Hemoglobin Concentration Distribution Width	LBTEST_Corpuscular HGB Conc Distribution Width_LABORATORY TEST NAME	Corpuscular_HGB_Conc_Distribution_Width	LBTEST	C139068	PRIMARY
9570	Corpuscular HGB Concentration Mean	LBTEST_Corpuscular HGB Concentration Mean_LABORATORY TEST NAME	Corpuscular_HGB_Concentration_Mean	LBTEST	C139067	SYNONYM
9571	Corpuscular Hemoglobin Concentration Mean	LBTEST_Corpuscular HGB Concentration Mean_LABORATORY TEST NAME	Corpuscular_HGB_Concentration_Mean	LBTEST	C139067	PRIMARY
9572	Corticosterone	LBTEST_Corticosterone_LABORATORY TEST NAME	Corticosterone	LBTEST	C79434	SYNONYM
9573	Corticosterone Measurement	LBTEST_Corticosterone_LABORATORY TEST NAME	Corticosterone	LBTEST	C79434	PRIMARY
9574	Corticosterone/Creatinine	LBTEST_Corticosterone/Creatinine_LABORATORY TEST NAME	Corticosterone/Creatinine	LBTEST	C106511	SYNONYM
9575	Corticosterone to Creatinine Ratio Measurement	LBTEST_Corticosterone/Creatinine_LABORATORY TEST NAME	Corticosterone/Creatinine	LBTEST	C106511	PRIMARY
9576	Corticotropin Releasing Factor	LBTEST_Corticotropin Releasing Hormone_LABORATORY TEST NAME	Corticotropin_Releasing_Hormone	LBTEST	C74851	SYNONYM
9577	Corticotropin Releasing Hormone	LBTEST_Corticotropin Releasing Hormone_LABORATORY TEST NAME	Corticotropin_Releasing_Hormone	LBTEST	C74851	SYNONYM
9578	Corticotropin Releasing Hormone Measurement	LBTEST_Corticotropin Releasing Hormone_LABORATORY TEST NAME	Corticotropin_Releasing_Hormone	LBTEST	C74851	PRIMARY
9579	Cortisol	LBTEST_Cortisol_LABORATORY TEST NAME	Cortisol	LBTEST	C74781	SYNONYM
9580	Total Cortisol	LBTEST_Cortisol_LABORATORY TEST NAME	Cortisol	LBTEST	C74781	SYNONYM
9581	Cortisol Measurement	LBTEST_Cortisol_LABORATORY TEST NAME	Cortisol	LBTEST	C74781	PRIMARY
9582	Cortisol, Free	LBTEST_Cortisol, Free_LABORATORY TEST NAME	Cortisol,_Free	LBTEST	C88113	SYNONYM
9583	Free Cortisol Measurement	LBTEST_Cortisol, Free_LABORATORY TEST NAME	Cortisol,_Free	LBTEST	C88113	PRIMARY
9584	Cortisol/Creatinine	LBTEST_Cortisol/Creatinine_LABORATORY TEST NAME	Cortisol/Creatinine	LBTEST	C106512	SYNONYM
9585	Cortisol to Creatinine Ratio Measurement	LBTEST_Cortisol/Creatinine_LABORATORY TEST NAME	Cortisol/Creatinine	LBTEST	C106512	PRIMARY
9586	Cotinine	LBTEST_Cotinine_LABORATORY TEST NAME	Cotinine	LBTEST	C92249	SYNONYM
9587	Cotinine Measurement	LBTEST_Cotinine_LABORATORY TEST NAME	Cotinine	LBTEST	C92249	PRIMARY
9588	Cow Milk Protein Antigen IgE Antibody	LBTEST_Cow Milk Protein Antigen IgE Antibody_LABORATORY TEST NAME	Cow_Milk_Protein_Antigen_IgE_Antibody	LBTEST	C147280	SYNONYM
9589	Cow Milk Protein Antigen IgE Antibody Measurement	LBTEST_Cow Milk Protein Antigen IgE Antibody_LABORATORY TEST NAME	Cow_Milk_Protein_Antigen_IgE_Antibody	LBTEST	C147280	PRIMARY
9590	CPK	LBTEST_Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase	LBTEST	C64489	SYNONYM
9591	Creatine Kinase	LBTEST_Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase	LBTEST	C64489	SYNONYM
9592	Creatine Kinase Measurement	LBTEST_Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase	LBTEST	C64489	PRIMARY
9593	Creatine Kinase BB	LBTEST_Creatine Kinase BB_LABORATORY TEST NAME	Creatine_Kinase_BB	LBTEST	C64490	SYNONYM
9594	Creatine Kinase BB Measurement	LBTEST_Creatine Kinase BB_LABORATORY TEST NAME	Creatine_Kinase_BB	LBTEST	C64490	PRIMARY
9595	Creatine Kinase BB/Total Creatine Kinase	LBTEST_Creatine Kinase BB/Total Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase_BB/Total_Creatine_Kinase	LBTEST	C79466	SYNONYM
9596	Creatine Kinase BB to Total Creatine Kinase Ratio Measurement	LBTEST_Creatine Kinase BB/Total Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase_BB/Total_Creatine_Kinase	LBTEST	C79466	PRIMARY
9597	Creatine Kinase MB	LBTEST_Creatine Kinase MB_LABORATORY TEST NAME	Creatine_Kinase_MB	LBTEST	C64491	SYNONYM
9598	Creatine Kinase MB Measurement	LBTEST_Creatine Kinase MB_LABORATORY TEST NAME	Creatine_Kinase_MB	LBTEST	C64491	PRIMARY
9599	Creatine Kinase MB/Total Creatine Kinase	LBTEST_Creatine Kinase MB/Total Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase_MB/Total_Creatine_Kinase	LBTEST	C79441	SYNONYM
9600	Creatine Kinase MB to Total Creatine Kinase Ratio Measurement	LBTEST_Creatine Kinase MB/Total Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase_MB/Total_Creatine_Kinase	LBTEST	C79441	PRIMARY
9601	Creatine Kinase MM	LBTEST_Creatine Kinase MM_LABORATORY TEST NAME	Creatine_Kinase_MM	LBTEST	C64494	SYNONYM
9602	Creatine Kinase MM Measurement	LBTEST_Creatine Kinase MM_LABORATORY TEST NAME	Creatine_Kinase_MM	LBTEST	C64494	PRIMARY
9603	Creatine Kinase MM/Total Creatine Kinase	LBTEST_Creatine Kinase MM/Total Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase_MM/Total_Creatine_Kinase	LBTEST	C79442	SYNONYM
9604	Creatine Kinase MM to Total Creatine Kinase Ratio Measurement	LBTEST_Creatine Kinase MM/Total Creatine Kinase_LABORATORY TEST NAME	Creatine_Kinase_MM/Total_Creatine_Kinase	LBTEST	C79442	PRIMARY
9605	Creatinine	LBTEST_Creatinine_LABORATORY TEST NAME	Creatinine	LBTEST	C64547	SYNONYM
9606	Creatinine Measurement	LBTEST_Creatinine_LABORATORY TEST NAME	Creatinine	LBTEST	C64547	PRIMARY
9607	Creatinine Clearance	LBTEST_Creatinine Clearance_LABORATORY TEST NAME	Creatinine_Clearance	LBTEST	C25747	SYNONYM
9608	Creatinine Clearance	LBTEST_Creatinine Clearance_LABORATORY TEST NAME	Creatinine_Clearance	LBTEST	C25747	PRIMARY
9609	Creatinine Clearance Adjusted for BSA	LBTEST_Creatinine Clearance Adjusted for BSA_LABORATORY TEST NAME	Creatinine_Clearance_Adjusted_for_BSA	LBTEST	C147324	SYNONYM
9610	Creatinine Clearance Adjusted for BSA	LBTEST_Creatinine Clearance Adjusted for BSA_LABORATORY TEST NAME	Creatinine_Clearance_Adjusted_for_BSA	LBTEST	C147324	PRIMARY
9611	Creatinine Clearance, Estimated	LBTEST_Creatinine Clearance, Estimated_LABORATORY TEST NAME	Creatinine_Clearance,_Estimated	LBTEST	C150847	SYNONYM
9612	Estimated Creatinine Clearance	LBTEST_Creatinine Clearance, Estimated_LABORATORY TEST NAME	Creatinine_Clearance,_Estimated	LBTEST	C150847	PRIMARY
9613	Creatinine Excretion Rate	LBTEST_Creatinine Excretion Rate_LABORATORY TEST NAME	Creatinine_Excretion_Rate	LBTEST	C150817	SYNONYM
9614	Creatinine Excretion Rate	LBTEST_Creatinine Excretion Rate_LABORATORY TEST NAME	Creatinine_Excretion_Rate	LBTEST	C150817	PRIMARY
9615	Crenated Cells	LBTEST_Crenated Cells_LABORATORY TEST NAME	Crenated_Cells	LBTEST	C74703	SYNONYM
9616	Echinocytes	LBTEST_Crenated Cells_LABORATORY TEST NAME	Crenated_Cells	LBTEST	C74703	SYNONYM
9617	Crenated Cell Measurement	LBTEST_Crenated Cells_LABORATORY TEST NAME	Crenated_Cells	LBTEST	C74703	PRIMARY
9618	Cryofibrinogen	LBTEST_Cryofibrinogen_LABORATORY TEST NAME	Cryofibrinogen	LBTEST	C147326	SYNONYM
9619	Cryofibrinogen Measurement	LBTEST_Cryofibrinogen_LABORATORY TEST NAME	Cryofibrinogen	LBTEST	C147326	PRIMARY
9620	Cryoglobulin	LBTEST_Cryoglobulin_LABORATORY TEST NAME	Cryoglobulin	LBTEST	C111164	SYNONYM
9621	Cryoglobulin Measurement	LBTEST_Cryoglobulin_LABORATORY TEST NAME	Cryoglobulin	LBTEST	C111164	PRIMARY
9622	Cryoglobulin Volume/Serum Volume	LBTEST_Cryoglobulin Volume/Serum Volume_LABORATORY TEST NAME	Cryoglobulin_Volume/Serum_Volume	LBTEST	C147325	SYNONYM
9623	Cryoglobulin Volume to Serum Volume Ratio Measurement	LBTEST_Cryoglobulin Volume/Serum Volume_LABORATORY TEST NAME	Cryoglobulin_Volume/Serum_Volume	LBTEST	C147325	PRIMARY
9624	Crystals	LBTEST_Crystals_LABORATORY TEST NAME	Crystals	LBTEST	C74673	SYNONYM
